CASE_STATUS,EMPLOYER_NAME,SOC_NAME,JOB_TITLE,FULL_TIME_POSITION,PREVAILING_WAGE,YEAR
CERTIFIED,"PAYPAL, INC.",GENERAL AND OPERATIONS MANAGERS,"DIRECTOR, PRODUCT POLICY",Y,197475.0,2016
CERTIFIED,"COEUR MINING, INC.",GENERAL AND OPERATIONS MANAGERS,VP NORTH AMERICAN OPERATIONS,Y,141565.0,2016
CERTIFIED,"MATTEL HQ, INC.",GENERAL AND OPERATIONS MANAGERS,"MANAGER, GLOBAL COMMERCIAL STRATEGIC PLANNING",Y,92352.0,2016
CERTIFIED,"HAVER & BOECKER USA, INC.",GENERAL AND OPERATIONS MANAGERS,EXECUTIVE VICE PRESIDENT,Y,154482.0,2016
CERTIFIED,"AUTOMOTIVE EXTERIORS, LLC",GENERAL AND OPERATIONS MANAGERS,PLANT MANAGER,Y,98134.0,2016
CERTIFIED,"NEXTRACKER, INC.",GENERAL AND OPERATIONS MANAGERS,"SR DIRECTOR, PLANNING & SYSTEMS",Y,164528.0,2016
CERTIFIED,"UBER TECHNOLOGIES, INC.",GENERAL AND OPERATIONS MANAGERS,REGIONAL OPERATIONS MANAGER,Y,77626.0,2016
CERTIFIED,"IMPCO TECHNOLOGIES, INC.",GENERAL AND OPERATIONS MANAGERS,GENERAL MANAGER,Y,119995.0,2016
CERTIFIED,AERSHIN INC,GENERAL AND OPERATIONS MANAGERS,GENERAL AND OPERATIONS MANAGERS,N,62629.0,2016
CERTIFIED,CROWNPEAK TECHNOLOGY,GENERAL AND OPERATIONS MANAGERS,OPERATIONS DIRECTOR (MANAGEMENT ANALYST),Y,127691.0,2016
CERTIFIED,BEST SEAFOOD INC.,GENERAL AND OPERATIONS MANAGERS,GENERAL MANAGER,Y,107515.0,2016
CERTIFIED,MAYROCK INCORPORATED,GENERAL AND OPERATIONS MANAGERS,PROJECT MANAGER,Y,92352.0,2016
CERTIFIED,"CHENIERE ENERGY, INC.",GENERAL AND OPERATIONS MANAGERS,"VICE PRESIDENT, ASSET SHARED SERVICES",Y,175594.0,2016
CERTIFIED-WITHDRAWN,SUPER EVIL MEGACORP,GENERAL AND OPERATIONS MANAGERS,GENERAL MANAGER-APAC,Y,109595.0,2016
CERTIFIED,"TANGO NETWORKS, INC.",GENERAL AND OPERATIONS MANAGERS,"VICE PRESIDENT, R&D",Y,137800.0,2016
CERTIFIED,NORCON GLOBAL MANAGEMENT & CONSULTING LLC,GENERAL AND OPERATIONS MANAGERS,VP BUSINESS DEVELOPMENT,Y,100214.0,2016
DENIED,GVHB,GENERAL AND OPERATIONS MANAGERS,PROPOSED JOB TITLE,Y,72800000.0,2016
CERTIFIED,"ORACLE AMERICA, INC.",GENERAL AND OPERATIONS MANAGERS,BUSINESS PLANNING SENIOR MANAGER,Y,162989.0,2016
CERTIFIED,"NARENDRA  A  DOLIA, LLC",GENERAL AND OPERATIONS MANAGERS,GENERAL MANAGER,N,41870.0,2016
CERTIFIED,"ALM MEDIA, LLC",GENERAL AND OPERATIONS MANAGERS,"SR. DIRECTOR, ENTERPRISE SYSTEMS & CONTENT ARCHITECT",Y,117437.0,2016
CERTIFIED,WIPRO LIMITED,GENERAL AND OPERATIONS MANAGERS,ACCOUNT DELIVERY HEAD,Y,144893.0,2016
CERTIFIED,MAYROCK INCORPORATED,GENERAL AND OPERATIONS MANAGERS,OPERATION MANAGER,Y,92352.0,2016
CERTIFIED,ENABLON NORTH AMERICA CORPORATION,GENERAL AND OPERATIONS MANAGERS,CUSTOMER SUCCESS - TEAM LEADER,Y,79414.0,2016
CERTIFIED,"YOU & I LOGISTICS, INC.",GENERAL AND OPERATIONS MANAGERS,OPERATIONS MANAGER,N,59696.0,2016
CERTIFIED,"THE PNC FINANCIAL SERVICES GROUP, INC.",GENERAL AND OPERATIONS MANAGERS,CHIEF ENTERPRISE ARCHITECTURE & STRATEGY,Y,148262.0,2016
CERTIFIED,CARMA TECHNOLOGY CORPORATION,GENERAL AND OPERATIONS MANAGERS,SPECIAL PROJECTS AND OPERATIONS DIRECTOR,N,68702.0,2016
CERTIFIED,"SYSVEDA AMERICA, INC.",GENERAL AND OPERATIONS MANAGERS,CLIENT RELATIONS MANAGER,Y,74402.0,2016
CERTIFIED,BAHA INDUSTRIES CORP.,GENERAL AND OPERATIONS MANAGERS,COMPUTER & OPERATIONS MANAGER,Y,117437.0,2016
CERTIFIED,INCEPTECH USA INC.,GENERAL AND OPERATIONS MANAGERS,CEO AND GENERAL MANAGER,Y,74401.6,2016
CERTIFIED,"WORLD JEWISH CONGRESS, LLC",GENERAL AND OPERATIONS MANAGERS,EXECUTIVE DIRECTOR OF PROGRAMS,Y,160451.0,2016
CERTIFIED,"LESSING'S, INC.",GENERAL AND OPERATIONS MANAGERS,GENERAL MANAGER,N,69098.0,2016
CERTIFIED,TOTALKARE OF AMERICA INC,GENERAL AND OPERATIONS MANAGERS,DIRECTOR OF OPERATIONS,N,54579.0,2016
CERTIFIED,KARMA HOSPITALITY LLC,GENERAL AND OPERATIONS MANAGERS,MANAGER OF HOTEL OPERATIONS,N,41142.4,2016
CERTIFIED,K. TORO GARRATON INC,GENERAL AND OPERATIONS MANAGERS,BUSINESS MANAGER,N,57595.0,2016
DENIED,ASHLEY DEVELOPMENT CORPORATION,GENERAL AND OPERATIONS MANAGERS,DIRECTOR OF REAL ESTATE DEVELOPMENT,Y,107474.0,2016
CERTIFIED,SUPER EVIL MEGACORP,GENERAL AND OPERATIONS MANAGERS,GENERAL MANAGER-APAC,Y,109595.0,2016
CERTIFIED,"UNRAVEL DATA SYSTEMS, INC.",GENERAL AND OPERATIONS MANAGERS,CEO,Y,191360.0,2016
CERTIFIED,"FAIRFAX MARBLE AND GRANITE, LLC.",GENERAL AND OPERATIONS MANAGERS,BUSINESS MANAGER,Y,77625.6,2016
CERTIFIED,"EVENTBRITE, INC.",GENERAL AND OPERATIONS MANAGERS,"DIRECTOR, INTERNATIONAL EXPANSION & GENERAL MANAGER, GERMANY",Y,109595.0,2016
CERTIFIED,BILL & MELINDA GATES FOUNDATION,GENERAL AND OPERATIONS MANAGERS,"ADVISOR TO THE MANAGING DIRECTOR, GLOBAL DEVELOPMENT",Y,162989.0,2016
CERTIFIED,360 DEGREE CUSTOMER INC,GENERAL AND OPERATIONS MANAGERS,OPERATIONS MANAGER,Y,71282.0,2016
CERTIFIED,TIMEPAYMENT CORP.,GENERAL AND OPERATIONS MANAGERS,BUSINESS TRANSFORMATION PROJECT MANAGER,Y,107515.0,2016
WITHDRAWN,"R K LARRABEE CO, INC.",GENERAL AND OPERATIONS MANAGERS,VICE PRESIDENT OF OPERATIONS,Y,132184.0,2016
CERTIFIED,"KASHIV PHARMA, LLC",GENERAL AND OPERATIONS MANAGERS,PROJECT MANAGER,Y,80018.0,2016
CERTIFIED,"AMERICAN AIRLINES, INC.",GENERAL AND OPERATIONS MANAGERS,"SENIOR MANAGER, NETWORK STRATEGY",Y,117790.0,2016
CERTIFIED,BRAMBLES USA INC.,GENERAL AND OPERATIONS MANAGERS,"SENIOR DIRECTOR, DATA PLATFORM ENGINEERING AND ANALYTICS",Y,197475.0,2016
CERTIFIED,RUDOLF STEINER COLLEGE,GENERAL AND OPERATIONS MANAGERS,EXECUTIVE DIRECTOR,Y,81827.0,2016
CERTIFIED,"BOSKARIN, LLC",GENERAL AND OPERATIONS MANAGERS,GENERAL MANAGER,Y,74402.0,2016
CERTIFIED,FRANCISCAN WORKERS OF JUNIPERO SERRA,GENERAL AND OPERATIONS MANAGERS,GENERAL AND OPERATIONS MANAGER,N,54163.0,2016
CERTIFIED,"SIEMENS MEDICAL SOLUTIONS USA, INC.",GENERAL AND OPERATIONS MANAGERS,"DIRECTOR, PRODUCT MARKETING",Y,174429.0,2016
CERTIFIED,SONOMA CONSULTING INC.,GENERAL AND OPERATIONS MANAGERS,OPERATION MANAGER,N,48339.0,2016
CERTIFIED,TELEHEMS LABS CORPORATION,GENERAL AND OPERATIONS MANAGERS,OPERATION MANAGER,Y,92352.0,2016
CERTIFIED,"CANTOR FITZGERALD, LP",GENERAL AND OPERATIONS MANAGERS,CHIEF OPERATING OFFICER,Y,129667.0,2016
CERTIFIED,"MCKINSEY & COMPANY, INC. UNITED STATES",GENERAL AND OPERATIONS MANAGERS,HEAD OF NEW VENTURE COMPETITION,Y,117437.0,2016
CERTIFIED,TRISHA PETRO INC.,GENERAL AND OPERATIONS MANAGERS,BUSINESS OPERATIONS MANAGER,N,53768.0,2016
CERTIFIED,"NAUTO, INC.",GENERAL AND OPERATIONS MANAGERS,DIRECTOR OF OPERATIONS,Y,113339.0,2016
CERTIFIED,"PUBLICA, LLC",GENERAL AND OPERATIONS MANAGERS,DIRECTOR OF OPERATIONS,Y,71282.0,2016
CERTIFIED,"AFFECTLAYER, INC.",GENERAL AND OPERATIONS MANAGERS,CHIEF EXECUTIVE OFFICER,Y,150467.0,2016
CERTIFIED,ASHLEY DEVELOPMENT CORPORATION,GENERAL AND OPERATIONS MANAGERS,DIRECTOR OF REAL ESTATE DEVELOPMENT,N,56451.0,2016
CERTIFIED,"KITE LOFT, INC.",GENERAL AND OPERATIONS MANAGERS,GENERAL MANAGER,N,42432.0,2016
WITHDRAWN,"XAD, INC.",GENERAL AND OPERATIONS MANAGERS,DIRECTOR OF AD OPERATIONS WEST,Y,150467.0,2016
CERTIFIED,THE TRUSTEES OF PRINCETON UNIVERSITY,GENERAL AND OPERATIONS MANAGERS,UNIVERSITY LIBRARIAN,Y,163987.0,2016
CERTIFIED,"THE PNC FINANCIAL SERVICES GROUP, INC.",GENERAL AND OPERATIONS MANAGERS,CHIEF ENTERPRISE ARCHITECTURE & STRATEGY,Y,148262.0,2016
CERTIFIED,"THE PNC FINANCIAL SERVICES GROUP, INC.",GENERAL AND OPERATIONS MANAGERS,CHIEF ENTERPRISE ARCHITECTURE & STRATEGY,Y,148262.0,2016
CERTIFIED,BERRY STREET ASSOCIATES LLC,GENERAL AND OPERATIONS MANAGERS,GENERAL MANAGER,Y,74402.0,2016
CERTIFIED,NUXEO CORPORATION,GENERAL AND OPERATIONS MANAGERS,DIRECTOR OF DIGITAL OPERATIONS,Y,74402.0,2016
CERTIFIED,AB SCIEX LLC,GENERAL AND OPERATIONS MANAGERS,"VICE PRESIDENT AND GENERAL MANAGER, LCMS BUSINESS",Y,188115.0,2016
DENIED,"GVOS , INC",GENERAL AND OPERATIONS MANAGERS,GENERAL AND OPERATIONS MANAGER,Y,128940.0,2016
CERTIFIED,"XAD, INC.",GENERAL AND OPERATIONS MANAGERS,DIRECTOR OF AD OPERATIONS WEST,Y,150467.0,2016
CERTIFIED,COURSERA INC.,GENERAL AND OPERATIONS MANAGERS,BUSINESS STRATEGY MANAGER,Y,197475.0,2016
CERTIFIED,"DAVINES NORTH AMERICA, INC.",GENERAL AND OPERATIONS MANAGERS,OPERATIONS MANAGER,Y,203486.0,2016
CERTIFIED,"ORACLE AMERICA, INC.",GENERAL AND OPERATIONS MANAGERS,BUSINESS PLANNING DIRECTOR,Y,169208.0,2016
CERTIFIED,RENOIR CORPORATION,GENERAL AND OPERATIONS MANAGERS,HEAD OF OPERATIONS - NORTH AMERICA,Y,116293.0,2016
CERTIFIED,PELRON CORPORATION,GENERAL AND OPERATIONS MANAGERS,GENERAL MANAGER - PRODUCTION,Y,141565.0,2016
CERTIFIED,RENOIR CORPORATION,GENERAL AND OPERATIONS MANAGERS,HEAD OF OPERATIONS - NORTH AMERICA,Y,135533.0,2016
CERTIFIED,BON INVESTMENTS LLC,GENERAL AND OPERATIONS MANAGERS,REGIONAL BUSINESS DEVELOPMENT MANAGER,Y,92352.0,2016
CERTIFIED,"KBI BIOPHARMA, INC.",GENERAL AND OPERATIONS MANAGERS,"VICE PRESIDENT, GLOBAL STRATEGIC ALLIANCES",Y,167024.0,2016
CERTIFIED,SISTEMA INFANTIL TELETON USA,GENERAL AND OPERATIONS MANAGERS,EXECUTIVE DIRECTOR,Y,149011.0,2016
CERTIFIED,RSL INVESTMENTS II CORPORATION,GENERAL AND OPERATIONS MANAGERS,MANAGING DIRECTOR,Y,160451.0,2016
CERTIFIED,K. TORO GARRATON INC,GENERAL AND OPERATIONS MANAGERS,BUSINESS MANAGER,N,57595.0,2016
CERTIFIED,"R K LARRABEE CO, INC.",GENERAL AND OPERATIONS MANAGERS,VICE PRESIDENT OF OPERATIONS,Y,132184.0,2016
DENIED,Y&Y TRADING,GENERAL AND OPERATIONS MANAGERS,OPERATIONS MANAGER,Y,97739.2,2016
DENIED,"GVOS , INC",GENERAL AND OPERATIONS MANAGERS,GENERAL AND OPERATIONS MANAGER,Y,175594.0,2016
CERTIFIED,"AMSPEC, LLC.",GENERAL AND OPERATIONS MANAGERS,INTERNATIONAL OPERATIONS SUPERVISOR,Y,164403.0,2016
CERTIFIED,"HOMEWORKS ENERGY, INC.",GENERAL AND OPERATIONS MANAGERS,OPERATIONS MANAGER,Y,70117.0,2016
CERTIFIED,"BRILLIO, LLC",GENERAL AND OPERATIONS MANAGERS,ASSOCIATE VICE PRESIDENT,Y,80018.0,2016
CERTIFIED,"ATLANTIC RESEARCH PARTNERS, INC.",GENERAL AND OPERATIONS MANAGERS,VP RESEARCH AND ASSESSMENT,Y,79414.0,2016
CERTIFIED,"EQUITY METHODS, LLC",GENERAL AND OPERATIONS MANAGERS,BUSINESS ADMINISTRATION SUPERVISOR,N,47882.0,2016
CERTIFIED,"ECLINICALWORKS, LLC",GENERAL AND OPERATIONS MANAGERS,DIRECTOR OF IMPLEMENTATION/OPERATIONS MANAGER,Y,79414.0,2016
CERTIFIED,"US REMODELERS, INC.",GENERAL AND OPERATIONS MANAGERS,HDI DIRECTOR OF OPERATIONS AND SUB-CONTRACTOR NETWORKS (SCN),Y,162406.0,2016
CERTIFIED,"VERITÉ, INC.",GENERAL AND OPERATIONS MANAGERS,"DIRECTOR, VERITÉ CHINA REGIONAL OFFICE",N,49088.0,2016
CERTIFIED,DANYA CEBUS CONSTRUCTION LLC,GENERAL AND OPERATIONS MANAGERS,CHIEF OPERATING OFFICER,Y,160451.0,2016
WITHDRAWN,DELOITTE CONSULTING LLP,GENERAL AND OPERATIONS MANAGERS,MANAGER,Y,139256.0,2016
CERTIFIED-WITHDRAWN,"KEIZER SOLUTIONS, INC.",GENERAL AND OPERATIONS MANAGERS,VICE PRESIDENT,N,53269.0,2016
DENIED,DELOITTE CONSULTING LLP,GENERAL AND OPERATIONS MANAGERS,MANAGER,Y,139256.0,2016
CERTIFIED,UNIVERSITY OF NEBRASKA OMAHA,GENERAL AND OPERATIONS MANAGERS,"MANAGER, HOCKEY OPERATIONS",Y,110843.0,2016
CERTIFIED,"INSTRUMENTAL SERVICES, INC.",GENERAL AND OPERATIONS MANAGERS,SENIOR ACCOUNTS MANAGER,Y,117437.0,2016
CERTIFIED,Y&Y TRADING,GENERAL AND OPERATIONS MANAGERS,OPERATIONS MANAGER,Y,97739.2,2016
CERTIFIED,"VERIZON BUSINESS NETWORK SERVICES, INC.",GENERAL AND OPERATIONS MANAGERS,DIRECTOR-PROCESS ENGINEERING,Y,206606.0,2016
CERTIFIED,"CLINTON HEALTH ACCESS INITIATIVE, INC.",GENERAL AND OPERATIONS MANAGERS,"MANAGER, GLOBAL MARKETS",Y,74402.0,2016
CERTIFIED,PRICEWATERHOUSECOOPERS ADVISORY SERVICES LLC,GENERAL AND OPERATIONS MANAGERS,ADVISORY DIRECTOR,Y,162947.0,2016
CERTIFIED,"ACCIL INTERNATIONAL, LLC",GENERAL AND OPERATIONS MANAGERS,GENERAL MANAGER/OPERATIONS MANAGER,N,52374.0,2016
CERTIFIED,"SOFTEX PAPER, INCORPORATED",GENERAL AND OPERATIONS MANAGERS,PLANT OPERATIONS SPECIALIST,N,57179.0,2016
CERTIFIED,"HEALTHNOW MEDICAL CENTER, INC.",GENERAL AND OPERATIONS MANAGERS,DIRECTOR OF CLINICAL OPERATIONS,Y,104090.0,2016
CERTIFIED,HEWLETT PACKARD ENTERPRISE COMPANY,GENERAL AND OPERATIONS MANAGERS,"DIRECTOR, STRATEGY & PLANNING (M&A INTEGRATION, OPERATIONAL",Y,197475.0,2016
CERTIFIED,"VCS GROUP, LLC",GENERAL AND OPERATIONS MANAGERS,CHIEF OPERATIONS OFFICER,Y,166608.0,2016
CERTIFIED,ECE GROUP LLC,GENERAL AND OPERATIONS MANAGERS,DIRECTOR OF RESTAURANT OPERATIONS,N,58094.0,2016
CERTIFIED,DELOITTE CONSULTING LLP,GENERAL AND OPERATIONS MANAGERS,MANAGER,Y,139256.0,2016
DENIED,THE ASSOCIATION FOR TALENT DEVELOPMENT,GENERAL AND OPERATIONS MANAGERS,ATD FORUM SPECIALIST,Y,77626.0,2016
DENIED,DIGNA CORPORATION,GENERAL AND OPERATIONS MANAGERS,REGIONAL OPERATIONS MANAGER,Y,107090.0,2016
WITHDRAWN,OWENS CORNING,GENERAL AND OPERATIONS MANAGERS,GENERAL MANAGER,Y,128190.4,2016
CERTIFIED,"UNIVISION INTERACTIVE MEDIA, INC.",GENERAL AND OPERATIONS MANAGERS,"ASSOCIATE, STRATEGY AND EXECUTION, FUSION MEDIA GROUP",Y,92352.0,2016
CERTIFIED,"WORLD JEWISH CONGRESS, LLC",GENERAL AND OPERATIONS MANAGERS,CHIEF EXECUTIVE OFFICER AND EXECUTIVE VICE PRESIDENT,Y,203486.0,2016
CERTIFIED,KPMG LLP,GENERAL AND OPERATIONS MANAGERS,PRINCIPAL,Y,197475.0,2016
CERTIFIED,"KEIZER SOLUTIONS, INC.",GENERAL AND OPERATIONS MANAGERS,VICE PRESIDENT,N,53269.0,2016
CERTIFIED,"WORLD JEWISH CONGRESS, LLC",GENERAL AND OPERATIONS MANAGERS,EXECUTIVE DIRECTOR OF PROGRAMS,Y,203486.0,2016
CERTIFIED,"SYSVEDA AMERICA, INC.",GENERAL AND OPERATIONS MANAGERS,CLIENT RELATIONS MANAGER,Y,74402.0,2016
CERTIFIED,OWENS CORNING,GENERAL AND OPERATIONS MANAGERS,GENERAL MANAGER,Y,128190.4,2016
CERTIFIED,THE ASSOCIATION FOR TALENT DEVELOPMENT,GENERAL AND OPERATIONS MANAGERS,ATD FORUM SPECIALIST,Y,77626.0,2016
CERTIFIED,"HIRED, INC.",GENERAL AND OPERATIONS MANAGERS,"VP, NEW MARKETS & INTERNATIONAL",Y,150467.0,2016
CERTIFIED,TRANSIGMA PARTNERS,GENERAL AND OPERATIONS MANAGERS,BUSINESS OPERATIONS MANAGER,Y,75733.0,2016
CERTIFIED,"COLORADO EQUESTRIAN PARTNERS, LLC",GENERAL AND OPERATIONS MANAGERS,GENERAL MANAGER,Y,133328.0,2016
CERTIFIED,FLATBOOK USA INC.,GENERAL AND OPERATIONS MANAGERS,DIRECTOR OF GLOBAL OPERATIONS,Y,109595.0,2016
CERTIFIED,"BRILLIO, LLC",GENERAL AND OPERATIONS MANAGERS,STRATEGY EXECUTION LEAD,Y,71282.0,2016
CERTIFIED,"FOODIZ BUSINESS, INC.",GENERAL AND OPERATIONS MANAGERS,GENERAL AND OPERATIONS MANAGERS,N,52936.0,2016
CERTIFIED,"PETER CHANG II, LLC",GENERAL AND OPERATIONS MANAGERS,RESTAURANT MANAGER,N,57803.0,2016
CERTIFIED,"TELIT IOT PLATFORMS, LLC",GENERAL AND OPERATIONS MANAGERS,PROGRAM MANAGER,N,64230.0,2016
CERTIFIED,"GOOD2GO, LLC",GENERAL AND OPERATIONS MANAGERS,BUSINESS STRATEGY & OPERATIONS LEAD,Y,109595.0,2016
CERTIFIED,"AMERICAN AIRLINES, INC.",GENERAL AND OPERATIONS MANAGERS,"MANAGING DIRECTOR, CREW PLANNING",Y,85155.0,2016
CERTIFIED,"BRAIQ, INC.",GENERAL AND OPERATIONS MANAGERS,CHIEF EXECUTIVE OFFICER,Y,74401.6,2016
CERTIFIED,"MENGUIN, INC.",GENERAL AND OPERATIONS MANAGERS,PRODUCT MANAGER,Y,73882.0,2016
CERTIFIED,"GRANULES PHARMACEUTICALS, INC.",GENERAL AND OPERATIONS MANAGERS,MANAGER- FACILITIES,Y,77626.0,2016
CERTIFIED,"VCS GROUP, LLC",GENERAL AND OPERATIONS MANAGERS,CHIEF OPERATIONS OFFICER,Y,166608.0,2016
CERTIFIED,POLICYGENIUS INC.,GENERAL AND OPERATIONS MANAGERS,OPERATIONS MANAGER (DIRECTOR OF OPERATIONS),Y,117437.0,2016
CERTIFIED,"MATA MANAGEMENT, INC.",GENERAL AND OPERATIONS MANAGERS,BUSINESS DEVELOPMENT MANAGER,Y,117437.0,2016
CERTIFIED,OFFICIAL CHAMBER OF COMMERCE OF SPAIN IN PUERTO RICO,GENERAL AND OPERATIONS MANAGERS,SECRETARY GENERAL,N,62088.0,2016
CERTIFIED,NEW YORK LIFE INSURANCE COMPANY,GENERAL AND OPERATIONS MANAGERS,"CORPORATE VICE PRESIDENT, INTERNAL CONSULTING",Y,160451.0,2016
CERTIFIED,"PRIME RETAIL MANAGEMENT GROUP, INC.",GENERAL AND OPERATIONS MANAGERS,BUSINESS MANAGEMENT ANALYST,N,48700.0,2016
CERTIFIED,"IMPALA HOTEL, LLC",GENERAL AND OPERATIONS MANAGERS,GENERAL MANAGER,N,69514.0,2016
DENIED,"A-LIST MARKETING, LLC",GENERAL AND OPERATIONS MANAGERS,DIRECTOR OF OPERATIONS,N,56472.0,2016
CERTIFIED,MAHIMN RX LLC,GENERAL AND OPERATIONS MANAGERS,PHARMACY OPERATIONS MANAGER,N,61568.0,2016
CERTIFIED,"FITTS INDUSTRIES, INC.",GENERAL AND OPERATIONS MANAGERS,OPERATIONS MANAGER,Y,93101.0,2016
CERTIFIED,CARMOT INC,GENERAL AND OPERATIONS MANAGERS,DIRECTOR OF OPERATIONS,N,64002.0,2016
CERTIFIED,"ROUND GROUND METALS, INC.",GENERAL AND OPERATIONS MANAGERS,"VICE PRESIDENT, BUSINESS DEVELOPMENT",Y,141565.0,2016
CERTIFIED,"PIRAMAL CRITICAL CARE, INC.",GENERAL AND OPERATIONS MANAGERS,"MANAGER, STRATEGY AND PROJECT MANAGEMENT",Y,85051.0,2016
CERTIFIED,THE HIMALAYA DRUG COMPANY,GENERAL AND OPERATIONS MANAGERS,OPERATIONS MANAGER,Y,101192.0,2016
CERTIFIED,"ADVANCED MICRO DEVICES, INC.",GENERAL AND OPERATIONS MANAGERS,SENIOR PRODUCT MANAGER,Y,155418.0,2016
DENIED,NO LIMITS MEDIA INC.,GENERAL AND OPERATIONS MANAGERS,CO-EXECUTIVE DIRECTOR,N,12000.0,2016
CERTIFIED,NYU LANGONE HEALTH SYSTEM,GENERAL AND OPERATIONS MANAGERS,"MANAGER, MEDICAL TECHNOLOGY PLANNING & IMPLEMENTATION",Y,100568.0,2016
CERTIFIED,JNS BEAUTY AND NUTRITION LLC,GENERAL AND OPERATIONS MANAGERS,OPERATIONS DIRECTOR,Y,80018.0,2016
WITHDRAWN,"TERRACON CONSULTANTS, INC.",GENERAL AND OPERATIONS MANAGERS,ENGINEERING DIAGNOSTICS GROUP MANAGER,N,62629.0,2016
CERTIFIED,MODERN INSTITUTE OF SURGERY,GENERAL AND OPERATIONS MANAGERS,VP - CUSTOMER PHARMACEUTICAL STRATEGIST,N,57034.0,2016
CERTIFIED,PRICEWATERHOUSECOOPERS ADVISORY SERVICES LLC,GENERAL AND OPERATIONS MANAGERS,ADVISORY DIRECTOR,Y,203486.0,2016
WITHDRAWN,"A-LIST MARKETING, LLC",GENERAL AND OPERATIONS MANAGERS,DIRECTOR OF OPERATIONS,Y,74402.0,2016
CERTIFIED,"FMC TECHNOLOGIES, INC.",GENERAL AND OPERATIONS MANAGERS,BUSINESS LINE MANAGER - FLUID CONTROL SERVICES,Y,138403.0,2016
CERTIFIED,DIGNA CORPORATION,GENERAL AND OPERATIONS MANAGERS,REGIONAL OPERATIONS MANAGER,Y,107090.0,2016
CERTIFIED,"PRO TECH USA, LLC",GENERAL AND OPERATIONS MANAGERS,OPERATIONS MANAGER,Y,82742.0,2016
CERTIFIED,PRICEWATERHOUSECOOPERS ADVISORY SERVICES LLC,GENERAL AND OPERATIONS MANAGERS,ADVISORY DIRECTOR,Y,154232.0,2016
CERTIFIED,NO LIMITS MEDIA INC.,GENERAL AND OPERATIONS MANAGERS,CO-EXECUTIVE DIRECTOR OF NON-PROFIT,Y,70117.0,2016
DENIED,C & F CORPORATION,GENERAL AND OPERATIONS MANAGERS,GENERAL MANAGER,N,28017.6,2016
CERTIFIED,"DISTRIBUTED SUN, LLC",GENERAL AND OPERATIONS MANAGERS,VICE PRESIDENT OF OPERATIONS,Y,111571.0,2016
CERTIFIED,"ARNE DISTRIBUTORS, INC.",GENERAL AND OPERATIONS MANAGERS,ADMINISTRATIVE OPERATIONS COORDINATOR,N,64002.0,2016
CERTIFIED,ASK-INTTAG LLC,GENERAL AND OPERATIONS MANAGERS,SITE MANAGER,N,61214.0,2016
CERTIFIED,"MATA MANAGEMENT, INC.",GENERAL AND OPERATIONS MANAGERS,BUSINESS DEVELOPMENT MANAGER,Y,117437.0,2016
CERTIFIED,CYC FITNESS PARTNERS LLC,GENERAL AND OPERATIONS MANAGERS,CHIEF EXECUTIVE OFFICER,Y,160451.0,2016
CERTIFIED,"HIRED, INC.",GENERAL AND OPERATIONS MANAGERS,"VP, NEW MARKETS & INTERNATIONAL",Y,150467.0,2016
CERTIFIED,INFOSYS BPO LIMITED,GENERAL AND OPERATIONS MANAGERS,LEAD - CLIENT OPERATIONS & SERVICES - US,N,59883.0,2016
CERTIFIED,"VELOCITY AEROSPACE GROUP, INC.",GENERAL AND OPERATIONS MANAGERS,REGIONAL GENERAL MANAGER,Y,163010.0,2016
WITHDRAWN,DFOCUS AMERICA INC,GENERAL AND OPERATIONS MANAGERS,SENIOR MANAGEMENT CONSULTANT,Y,74420.0,2016
CERTIFIED,DFOCUS AMERICA INC,GENERAL AND OPERATIONS MANAGERS,SENIOR MANAGEMENT CONSULTANT,Y,74420.0,2016
CERTIFIED,"PERKINELMER HEALTH SCIENCES, INC.",GENERAL AND OPERATIONS MANAGERS,SCIENTIFIC SERVICES CLIENT PARTNER,Y,114670.0,2016
CERTIFIED,DVS PHARMA INC.,GENERAL AND OPERATIONS MANAGERS,PHARMACY MANAGER SERVICES,Y,80017.6,2016
CERTIFIED,"ADP, LLC",GENERAL AND OPERATIONS MANAGERS,SENIOR DIRECTOR - STRATEGY,Y,212098.0,2016
CERTIFIED,HOWARD UNIVERSITY,GENERAL AND OPERATIONS MANAGERS,DIRECTOR OF FINANCE AND OPERATIONS,Y,75100.0,2016
CERTIFIED,DIRECTLINE DISTRIBUTING LLC,GENERAL AND OPERATIONS MANAGERS,VP OPERATIONS,Y,175386.0,2016
CERTIFIED,"TERRACON CONSULTANTS, INC.",GENERAL AND OPERATIONS MANAGERS,ENGINEERING DIAGNOSTICS GROUP MANAGER,N,62629.0,2016
CERTIFIED,"APPLIFT, INC.",GENERAL AND OPERATIONS MANAGERS,BUSINESS DEVELOPMENT MANAGER,N,68702.0,2016
CERTIFIED,"EPAM SYSTEMS, INC",GENERAL AND OPERATIONS MANAGERS,"DIRECTOR, TECHNOLOGY SOLUTIONS",Y,92352.0,2016
CERTIFIED,IMPERIAL PACIFIC INTERNATIONAL CNMI,GENERAL AND OPERATIONS MANAGERS,VICE PRESIDENT OF FOOD AND BEVERAGE,Y,153129.6,2016
CERTIFIED,IMPERIAL PACIFIC INTERNATIONAL CNMI,GENERAL AND OPERATIONS MANAGERS,VICE PRESIDENT OF HOTEL OPERATIONS,Y,153129.6,2016
CERTIFIED,MICROCISION LLC,GENERAL AND OPERATIONS MANAGERS,VICE PRESIDENT,Y,174429.0,2016
